Timestamp,symbol,Open,High,Low,Close,Volume
2021-04-26 08:00,SOL/USDT,47.8724,48.4592,47.165,47.4782,600205
2021-04-26 09:00,SOL/USDT,47.4818,47.8,46.5783,47.4506,531422
2021-04-26 10:00,SOL/USDT,47.4104,47.878,46.2,46.4327,565681
2021-04-26 11:00,SOL/USDT,46.4328,46.6454,45.4,45.507,516496
2021-04-26 12:00,SOL/USDT,45.5089,46.5279,45.1257,45.682,517512
2021-04-26 13:00,SOL/USDT,45.6783,46.7988,45.4699,46.3273,403278
2021-04-26 14:00,SOL/USDT,46.3273,47.5349,46.1795,47.2697,594397
2021-04-26 15:00,SOL/USDT,47.2697,47.3823,46.7446,46.8615,362478
2021-04-26 16:00,SOL/USDT,46.8518,47.2708,46.0051,46.6799,420590
2021-04-26 17:00,SOL/USDT,46.6768,47.1671,46.1685,46.5732,396458
2021-04-26 18:00,SOL/USDT,46.5697,46.787,45.5515,45.8792,390260
2021-04-26 19:00,SOL/USDT,45.8665,46.0304,44.874,45.3509,504025
2021-04-26 20:00,SOL/USDT,45.3624,45.3624,44.11,44.1285,563460
2021-04-26 21:00,SOL/USDT,44.1203,45.6236,43.6,44.1616,719030
2021-04-26 22:00,SOL/USDT,44.1559,44.5,43.3079,44.2523,633626
2021-04-26 23:00,SOL/USDT,44.2489,45.0448,43.7403,43.9698,601905
2021-04-27 00:00,SOL/USDT,43.9778,45.8592,43.7701,45.358,602021
2021-04-27 01:00,SOL/USDT,45.3813,46.114,44.9679,45.9751,528503
2021-04-27 02:00,SOL/USDT,45.9672,46.6309,45.6784,45.8228,383955
2021-04-27 03:00,SOL/USDT,45.8342,45.8654,44.7713,45.1186,320246
2021-04-27 04:00,SOL/USDT,45.121,45.2549,44.4473,45.0364,291907
2021-04-27 05:00,SOL/USDT,45.0303,45.5324,44.7041,45.1293,332280
2021-04-27 06:00,SOL/USDT,45.1484,46.4422,45,46.1328,446081
2021-04-27 07:00,SOL/USDT,46.1228,46.3906,45.2771,45.731,428393
2021-04-27 08:00,SOL/USDT,45.7206,46,45.38,45.5705,315401
2021-04-27 09:00,SOL/USDT,45.526,46.3188,45.5135,45.6473,347062
